foodId,servingSize,servingSizeUnit,householdServingFullText
2341820,240,1 cup,1 cup
2341821,85,Quantity not specified,Quantity not specified
2341821,60,1 slice,1 slice
2341821,135,1 cup,1 cup
2341822,226,1 cup,1 cup
2341822,18,1 nugget,1 nugget
2341822,170,Quantity not specified,Quantity not specified
2341823,244,1 cup,1 cup
2341823,183,Quantity not specified,Quantity not specified
2341824,244,1 cup,1 cup
2341824,115,1 pork chop with sauce,1 pork chop with sauce
2341824,183,Quantity not specified,Quantity not specified
2341824,65,1 slice with sauce,1 slice with sauce
2341825,65,1 slice with sauce,1 slice with sauce
2341825,249,1 cup,1 cup
2341825,116,1 pork chop with sauce,1 pork chop with sauce
2341825,187,Quantity not specified,Quantity not specified
2341826,42,1 link with sauce,1 link with sauce
2341826,248,1 cup,1 cup
2341826,186,Quantity not specified,Quantity not specified
2341827,60,Quantity not specified,Quantity not specified
2341827,240,1 cup,1 cup
2341828,183,Quantity not specified,Quantity not specified
2341828,244,1 cup,1 cup
2341829,183,Quantity not specified,Quantity not specified
2341829,115,1 pork chop with sauce,1 pork chop with sauce
2341829,244,1 cup,1 cup
2341830,125,Quantity not specified,Quantity not specified
2341830,125,1 hot dog with sauce,1 hot dog with sauce
2341831,68,1 hot dog with sauce,1 hot dog with sauce
2341831,244,1 cup,1 cup
2341831,183,Quantity not specified,Quantity not specified
2341832,236,1 cup,1 cup
2341832,177,Quantity not specified,Quantity not specified
2341833,200,1 cup,1 cup
2341833,150,Quantity not specified,Quantity not specified
2341834,254,1 cup,1 cup
2341834,190,Quantity not specified,Quantity not specified
2341835,244,1 cup,1 cup
2341835,183,Quantity not specified,Quantity not specified
2341835,43,1 slice with gravy,1 slice with gravy
2341836,177,1 cup,1 cup
2341836,88,1 piece with gravy,1 piece with gravy
2341836,133,Quantity not specified,Quantity not specified
2341837,244,1 cup,1 cup
2341837,65,1 slice with gravy,1 slice with gravy
2341837,183,Quantity not specified,Quantity not specified
2341838,105,Quantity not specified,Quantity not specified
2341838,96,1 slice with sauce,1 slice with sauce
2341838,140,1 cup,1 cup
2341839,185,Quantity not specified,Quantity not specified
2341839,246,1 cup,1 cup
2341840,188,1 cup,1 cup
2341840,141,Quantity not specified,Quantity not specified
2341840,99,1 piece with sauce,1 piece with sauce
2341841,96,Quantity not specified,Quantity not specified
2341841,96,1 slice with sauce,1 slice with sauce
2341842,209,1 cup,1 cup
2341842,182,1 patty with sauce and cheese,1 patty with sauce and cheese
2341842,157,Quantity not specified,Quantity not specified
2341843,229,1 roll (with ham and sauce),1 roll (with ham and sauce)
2341843,229,Quantity not specified,Quantity not specified
2341844,187,Quantity not specified,Quantity not specified
2341844,249,1 cup,1 cup
2341845,244,1 cup,1 cup
2341845,183,Quantity not specified,Quantity not specified
2341845,65,1 slice with gravy,1 slice with gravy
2341845,18,"1 cubic inch, boneless, cooked","1 cubic inch, boneless, cooked"
2341846,190,Quantity not specified,Quantity not specified
2341846,254,1 cup,1 cup
2341847,24,1 slice of chicken with sauce,1 slice of chicken with sauce
2341847,59,1 chicken wing with sauce,1 chicken wing with sauce
2341847,244,1 cup,1 cup
2341847,90,1 chicken drumstick with sauce,1 chicken drumstick with sauce
2341847,244,Quantity not specified,Quantity not specified
2341847,197,1 chicken leg with sauce,1 chicken leg with sauce
2341847,48,1 slice of turkey with sauce,1 slice of turkey with sauce
2341847,107,1 chicken thigh with sauce,1 chicken thigh with sauce
2341847,169,1/2 chicken breast with sauce,1/2 chicken breast with sauce
2341848,65,Quantity not specified,Quantity not specified
2341848,260,1 cup,1 cup
2341849,260,1 cup,1 cup
2341849,65,Quantity not specified,Quantity not specified
2341850,67,1 chicken drumstick with sauce,1 chicken drumstick with sauce
2341850,244,Quantity not specified,Quantity not specified
2341850,144,1 chicken leg with sauce,1 chicken leg with sauce
2341850,22,1 slice of chicken with sauce,1 slice of chicken with sauce
2341850,44,1 chicken wing with sauce,1 chicken wing with sauce
2341850,77,1 chicken thigh with sauce,1 chicken thigh with sauce
2341850,244,1 cup,1 cup
2341850,128,1/2 chicken breast with sauce,1/2 chicken breast with sauce
2341851,254,Quantity not specified,Quantity not specified
2341851,254,1 cup,1 cup
2341852,22,1 slice with gravy,1 slice with gravy
2341852,244,Quantity not specified,Quantity not specified
2341852,145,1 chicken leg with gravy,1 chicken leg with gravy
2341852,44,1 chicken wing with gravy,1 chicken wing with gravy
2341852,78,1 chicken thigh with gravy,1 chicken thigh with gravy
2341852,244,1 cup,1 cup
2341852,68,1 chicken drumstick with gravy,1 chicken drumstick with gravy
2341852,129,1/2 chicken breast with gravy,1/2 chicken breast with gravy
2341853,244,Quantity not specified,Quantity not specified
2341853,244,1 cup,1 cup
2341854,244,1 cup,1 cup
2341854,43,1 slice with gravy,1 slice with gravy
2341854,244,Quantity not specified,Quantity not specified
2341855,241,Quantity not specified,Quantity not specified
2341855,22,1 slice of chicken with sauce,1 slice of chicken with sauce
2341855,78,1 chicken thigh with sauce,1 chicken thigh with sauce
2341855,68,1 chicken drumstick with sauce,1 chicken drumstick with sauce
2341855,43,1 slice of turkey with sauce,1 slice of turkey with sauce
2341855,129,1/2 chicken breast with sauce,1/2 chicken breast with sauce
2341855,44,1 chicken wing with sauce,1 chicken wing with sauce
2341855,241,1 cup,1 cup
2341855,145,1 chicken leg with sauce,1 chicken leg with sauce
2341856,256,1 cup,1 cup
2341856,129,1/2 chicken breast with sauce,1/2 chicken breast with sauce
2341856,256,Quantity not specified,Quantity not specified
2341856,44,1 chicken wing with sauce,1 chicken wing with sauce
2341856,68,1 chicken drumstick with sauce,1 chicken drumstick with sauce
2341856,78,1 chicken thigh with sauce,1 chicken thigh with sauce
2341856,22,1 slice of chicken with sauce,1 slice of chicken with sauce
2341856,43,1 slice of turkey with sauce,1 slice of turkey with sauce
2341856,145,1 chicken leg with sauce,1 chicken leg with sauce
2341857,70,1 chicken drumstick with sauce,1 chicken drumstick with sauce
2341857,183,Quantity not specified,Quantity not specified
2341857,145,1 chicken leg with sauce,1 chicken leg with sauce
2341857,18,1 cubic inch,1 cubic inch
2341857,76,1 chicken thigh with sauce,1 chicken thigh with sauce
2341857,47,1 chicken wing with sauce,1 chicken wing with sauce
2341857,244,1 cup,1 cup
2341857,128,1/2 chicken breast with sauce,1/2 chicken breast with sauce
2341858,240,1 cup,1 cup
2341858,180,Quantity not specified,Quantity not specified
2341859,18,1 nugget,1 nugget
2341859,189,Quantity not specified,Quantity not specified
2341859,252,1 cup,1 cup
2341860,252,1 cup,1 cup
2341860,18,1 nugget,1 nugget
2341860,189,Quantity not specified,Quantity not specified
2341861,240,1 cup,1 cup
2341861,240,Quantity not specified,Quantity not specified
2341862,200,1 cup,1 cup
2341862,200,Quantity not specified,Quantity not specified
2341863,244,Quantity not specified,Quantity not specified
2341863,244,1 cup,1 cup
2341864,241,Quantity not specified,Quantity not specified
2341864,241,1 cup,1 cup
2341865,140,1 cup,1 cup
2341865,140,Quantity not specified,Quantity not specified
2341865,229,1 roll (1/2 breast with ham and sauce),1 roll (1/2 breast with ham and sauce)
2341866,159,1/2 breast with sauce and cheese,1/2 breast with sauce and cheese
2341866,106,1 thigh with sauce and cheese,1 thigh with sauce and cheese
2341866,209,Quantity not specified,Quantity not specified
2341866,182,1 patty with sauce and cheese,1 patty with sauce and cheese
2341866,209,1 cup,1 cup
2341867,71,1 chicken drumstick with sauce,1 chicken drumstick with sauce
2341867,189,Quantity not specified,Quantity not specified
2341867,134,1/2 chicken breast with sauce,1/2 chicken breast with sauce
2341867,156,1 chicken leg with sauce,1 chicken leg with sauce
2341867,252,1 cup,1 cup
2341867,47,1 chicken wing with sauce,1 chicken wing with sauce
2341867,85,1 chicken thigh with sauce,1 chicken thigh with sauce
2341868,85,1 chicken thigh with sauce,1 chicken thigh with sauce
2341868,47,1 chicken wing with sauce,1 chicken wing with sauce
2341868,189,Quantity not specified,Quantity not specified
2341868,156,1 chicken leg with sauce,1 chicken leg with sauce
2341868,252,1 cup,1 cup
2341868,134,1/2 chicken breast with sauce,1/2 chicken breast with sauce
2341868,71,1 chicken drumstick with sauce,1 chicken drumstick with sauce
2341869,258,1 serving (1 whole breast),1 serving (1 whole breast)
2341869,258,Quantity not specified,Quantity not specified
2341870,210,Quantity not specified,Quantity not specified
2341870,210,"1 breast (4"" x 3"" x 3/4"")","1 breast (4"" x 3"" x 3/4"")"
2341871,249,1 cup,1 cup
2341871,124,Quantity not specified,Quantity not specified
2341872,88,Quantity not specified,Quantity not specified
2341872,175,1 cup,1 cup
2341873,250,1 cup,1 cup
2341873,125,Quantity not specified,Quantity not specified
2341873,15,1 shrimp with sauce,1 shrimp with sauce
2341874,237,1 cup,1 cup
2341874,118,Quantity not specified,Quantity not specified
2341875,250,1 cup,1 cup
2341875,125,Quantity not specified,Quantity not specified
2341876,32,Quantity not specified,Quantity not specified
2341876,16,1 tablespoon,1 tablespoon
2341877,65,Quantity not specified,Quantity not specified
2341877,260,1 cup,1 cup
2341878,260,1 cup,1 cup
2341878,65,Quantity not specified,Quantity not specified
2341879,185,1 cup,1 cup
2341879,92,Quantity not specified,Quantity not specified
2341880,132,Quantity not specified,Quantity not specified
2341880,12,1 shrimp,1 shrimp
2341880,176,1 cup,1 cup
2341881,5,Quantity not specified,Quantity not specified
2341881,16,1 tablespoon,1 tablespoon
2341882,15,1 shrimp,1 shrimp
2341882,125,Quantity not specified,Quantity not specified
2341882,250,1 cup,1 cup
2341883,222,1 cup,1 cup
2341883,111,Quantity not specified,Quantity not specified
2341884,240,1 cup,1 cup
2341884,240,Quantity not specified,Quantity not specified
2341885,200,Quantity not specified,Quantity not specified
2341885,200,1 cup,1 cup
2341886,113,Quantity not specified,Quantity not specified
2341886,201,1 cup,1 cup
2341887,125,Quantity not specified,Quantity not specified
2341887,250,1 cup,1 cup
2341888,85,Quantity not specified,Quantity not specified
2341888,170,1 cup,1 cup
2341889,106,Quantity not specified,Quantity not specified
2341889,212,1 cup,1 cup
2341890,125,Quantity not specified,Quantity not specified
2341890,250,1 cup,1 cup
2341891,235,1 cup,1 cup
2341891,43,1 meatball with sauce,1 meatball with sauce
2341891,129,Quantity not specified,Quantity not specified
2341892,95,"1 serving (3"" x 1"" x 2"")","1 serving (3"" x 1"" x 2"")"
2341892,95,Quantity not specified,Quantity not specified
2341893,187,Quantity not specified,Quantity not specified
2341893,249,1 cup,1 cup
2341894,260,1 cup,1 cup
2341894,65,Quantity not specified,Quantity not specified
2341895,65,Quantity not specified,Quantity not specified
2341895,260,1 cup,1 cup
2341896,166,Quantity not specified,Quantity not specified
2341896,222,1 cup,1 cup
2341897,183,Quantity not specified,Quantity not specified
2341897,244,1 cup,1 cup
2341898,190,1 cup,1 cup
2341898,142,Quantity not specified,Quantity not specified
2341899,244,1 cup,1 cup
2341899,183,Quantity not specified,Quantity not specified
2341900,189,Quantity not specified,Quantity not specified
2341900,1341,"1 package, prepared","1 package, prepared"
2341900,252,1 cup,1 cup
2341901,190,1 cup,1 cup
2341901,142,Quantity not specified,Quantity not specified
2341902,220,"1 cup, NFS","1 cup, NFS"
2341902,190,"1 cup, homemade","1 cup, homemade"
2341902,220,"1 cup, canned","1 cup, canned"
2341902,425,1 medium can (15 oz),1 medium can (15 oz)
2341902,198,1 small can (7 oz),1 small can (7 oz)
2341902,165,Quantity not specified,Quantity not specified
2341902,716,1 large can,1 large can
2341903,249,1 cup,1 cup
2341903,187,Quantity not specified,Quantity not specified
2341904,166,Quantity not specified,Quantity not specified
2341904,222,1 cup,1 cup
2341905,156,1 cup,1 cup
2341905,839,"1 package, prepared","1 package, prepared"
2341905,195,Quantity not specified,Quantity not specified
2341906,246,1 cup,1 cup
2341906,1245,"1 package, prepared","1 package, prepared"
2341906,307,Quantity not specified,Quantity not specified
2341907,311,Quantity not specified,Quantity not specified
2341907,1245,"1 package, prepared","1 package, prepared"
2341907,249,1 cup,1 cup
2341908,253,1 cup,1 cup
2341908,316,Quantity not specified,Quantity not specified
2341909,311,Quantity not specified,Quantity not specified
2341909,249,1 cup,1 cup
2341910,311,Quantity not specified,Quantity not specified
2341910,249,1 cup,1 cup
2341911,249,1 cup,1 cup
2341911,311,Quantity not specified,Quantity not specified
2341912,256,1 cup,1 cup
2341912,320,Quantity not specified,Quantity not specified
2341912,1408,"1 package, prepared","1 package, prepared"
2341913,249,1 cup,1 cup
2341913,311,Quantity not specified,Quantity not specified
2341914,249,Quantity not specified,Quantity not specified
2341914,249,1 cup,1 cup
2341915,196,1 cup,1 cup
2341915,245,Quantity not specified,Quantity not specified
2341916,196,1 cup,1 cup
2341916,245,Quantity not specified,Quantity not specified
2341917,305,Quantity not specified,Quantity not specified
2341917,244,1 cup,1 cup
2341918,132,Quantity not specified,Quantity not specified
2341918,176,1 cup,1 cup
2341918,35,1 porcupine ball with sauce,1 porcupine ball with sauce
2341919,222,1 cup,1 cup
2341919,277,Quantity not specified,Quantity not specified
2341920,310,Quantity not specified,Quantity not specified
2341920,248,1 cup,1 cup
2341921,248,1 cup,1 cup
2341921,310,Quantity not specified,Quantity not specified
2341922,132,Quantity not specified,Quantity not specified
2341922,35,1 porcupine ball with sauce,1 porcupine ball with sauce
2341922,176,1 cup,1 cup
2341923,244,Quantity not specified,Quantity not specified
2341923,1266,"1 package, prepared","1 package, prepared"
2341923,244,1 cup,1 cup
2341924,1240,"1 package, prepared","1 package, prepared"
2341924,310,Quantity not specified,Quantity not specified
2341924,248,1 cup,1 cup
2341925,81,1 small patty,1 small patty
2341925,140,1 cup,1 cup
2341925,28,1 medium meatball,1 medium meatball
2341925,7,1 cocktail meatball,1 cocktail meatball
2341925,84,Quantity not specified,Quantity not specified
2341925,144,1 large slice,1 large slice
2341925,101,1 medium patty,1 medium patty
2341925,108,1 medium slice,1 medium slice
2341925,22,"1 oz, raw (yield after cooking)","1 oz, raw (yield after cooking)"
2341925,19,1 cubic inch,1 cubic inch
2341925,42,1 large meatball,1 large meatball
2341925,86,1 small or thin slice,1 small or thin slice
2341925,14,1 small meatball,1 small meatball
2341925,28.35,1 oz,1 oz
2341925,134,1 large patty,1 large patty
2341926,109,1 small or thin slice,1 small or thin slice
2341926,170,1 large patty,1 large patty
2341926,9,1 cocktail meatball,1 cocktail meatball
2341926,28.35,"1 oz, cooked","1 oz, cooked"
2341926,36,1 medium meatball,1 medium meatball
2341926,137,1 medium slice,1 medium slice
2341926,183,1 large slice,1 large slice
2341926,103,1 small patty,1 small patty
2341926,53,1 large meatball,1 large meatball
2341926,108,Quantity not specified,Quantity not specified
2341926,22,"1 oz, raw (yield after cooking)","1 oz, raw (yield after cooking)"
2341926,178,1 cup,1 cup
2341926,19,1 cubic inch,1 cubic inch
2341926,18,1 small meatball,1 small meatball
2341926,128,1 medium patty,1 medium patty
2341927,87,Quantity not specified,Quantity not specified
2341927,116,1 slice,1 slice
2341928,100,Quantity not specified,Quantity not specified
2341928,100,1 patty,1 patty
2341929,190,Quantity not specified,Quantity not specified
2341929,190,"1 serving (1 slice, 3/4"" x 3"" with 1/4 cup potatoes)","1 serving (1 slice, 3/4"" x 3"" with 1/4 cup potatoes)"
2341930,159,Quantity not specified,Quantity not specified
2341930,212,1 cup,1 cup
2341931,280,1 cup,1 cup
2341931,210,Quantity not specified,Quantity not specified
2341932,14,1 small meatball,1 small meatball
2341932,144,1 large slice,1 large slice
2341932,86,1 small or thin slice,1 small or thin slice
2341932,7,1 cocktail meatball,1 cocktail meatball
2341932,108,1 medium slice,1 medium slice
2341932,28,1 medium meatball,1 medium meatball
2341932,42,1 large meatball,1 large meatball
2341932,140,1 cup,1 cup
2341932,84,Quantity not specified,Quantity not specified
2341933,305,Quantity not specified,Quantity not specified
2341933,244,1 cup,1 cup
2341934,248,1 cup,1 cup
2341934,310,Quantity not specified,Quantity not specified
2341935,155,1 stuffed pork chop,1 stuffed pork chop
2341935,200,1 cup,1 cup
2341935,150,Quantity not specified,Quantity not specified
2341936,140,1 cup,1 cup
2341936,105,Quantity not specified,Quantity not specified
2341936,62,"1 croquette (1-1/2"" dia, 2"" high)","1 croquette (1-1/2"" dia, 2"" high)"
2341937,244,1 cup,1 cup
2341937,305,Quantity not specified,Quantity not specified
2341938,244,1 cup,1 cup
2341938,305,Quantity not specified,Quantity not specified
2341939,305,Quantity not specified,Quantity not specified
2341939,244,1 cup,1 cup
2341940,244,1 cup,1 cup
2341940,305,Quantity not specified,Quantity not specified
2341941,244,1 cup,1 cup
2341941,305,Quantity not specified,Quantity not specified
2341942,157,1 cup,1 cup
2341942,196,Quantity not specified,Quantity not specified
2341943,245,Quantity not specified,Quantity not specified
2341943,196,1 cup,1 cup
2341944,189,Quantity not specified,Quantity not specified
2341944,252,1 cup,1 cup
2341945,187,Quantity not specified,Quantity not specified
2341945,249,1 cup,1 cup
2341946,184,1 cup (yield after bone removed),1 cup (yield after bone removed)
2341946,206,"1 serving (2 pig's feet, 3"" x 2"", two slices Spanish sausage, 1"" x 1/4"", 1/2 cup sauce) (yield after bone removed)","1 serving (2 pig's feet, 3"" x 2"", two slices Spanish sausage, 1"" x 1/4"", 1/2 cup sauce) (yield after bone removed)"
2341946,138,Quantity not specified,Quantity not specified
2341947,120,"1 slice (3"" x 3/4"") with stuffing","1 slice (3"" x 3/4"") with stuffing"
2341947,120,Quantity not specified,Quantity not specified
2341948,244,1 cup,1 cup
2341948,183,Quantity not specified,Quantity not specified
2341949,144,1 large slice,1 large slice
2341949,108,1 medium slice,1 medium slice
2341949,86,1 small or thin slice,1 small or thin slice
2341949,140,1 cup,1 cup
2341949,70,Quantity not specified,Quantity not specified
2341950,252,1 cup,1 cup
2341950,189,Quantity not specified,Quantity not specified
2341951,189,Quantity not specified,Quantity not specified
2341951,252,1 cup,1 cup
2341952,249,1 cup,1 cup
2341952,311,Quantity not specified,Quantity not specified
2341953,108,1 medium slice,1 medium slice
2341953,42,1 large meatball,1 large meatball
2341953,144,1 large slice,1 large slice
2341953,19,1 cubic inch,1 cubic inch
2341953,86,1 small or thin slice,1 small or thin slice
2341953,140,1 cup,1 cup
2341953,14,1 small meatball,1 small meatball
2341953,28,1 medium meatball,1 medium meatball
2341953,84,Quantity not specified,Quantity not specified
2341954,224,1 cup,1 cup
2341954,280,Quantity not specified,Quantity not specified
2341955,249,1 cup,1 cup
2341955,311,Quantity not specified,Quantity not specified
2341956,190,1 cup,1 cup
2341956,190,Quantity not specified,Quantity not specified
2341957,242,1 cup,1 cup
2341957,242,Quantity not specified,Quantity not specified
2341958,157,1 cup,1 cup
2341958,196,Quantity not specified,Quantity not specified
2341959,224,1 cup,1 cup
2341959,280,Quantity not specified,Quantity not specified
2341960,280,Quantity not specified,Quantity not specified
2341960,224,1 cup,1 cup
2341961,280,Quantity not specified,Quantity not specified
2341961,224,1 cup,1 cup
2341962,224,1 cup,1 cup
2341962,280,Quantity not specified,Quantity not specified
2341963,307,Quantity not specified,Quantity not specified
2341963,246,1 cup,1 cup
2341964,280,Quantity not specified,Quantity not specified
2341964,224,1 cup,1 cup
2341965,224,1 cup,1 cup
2341965,224,Quantity not specified,Quantity not specified
2341966,245,Quantity not specified,Quantity not specified
2341966,196,1 cup,1 cup
2341967,196,1 cup,1 cup
2341967,245,Quantity not specified,Quantity not specified
2341968,248,1 cup,1 cup
2341968,310,Quantity not specified,Quantity not specified
2341969,310,Quantity not specified,Quantity not specified
2341969,248,1 cup,1 cup
2341970,305,Quantity not specified,Quantity not specified
2341970,244,1 cup,1 cup
2341971,244,1 cup,1 cup
2341971,244,Quantity not specified,Quantity not specified
2341972,244,Quantity not specified,Quantity not specified
2341972,244,1 cup,1 cup
2341973,200,1 cup,1 cup
2341973,200,Quantity not specified,Quantity not specified
2341974,14.2,1 cubic inch,1 cubic inch
2341974,140,Quantity not specified,Quantity not specified
2341974,62,1 croquette,1 croquette
2341974,85,1 cake or patty,1 cake or patty
2341974,140,1 cup,1 cup
2341975,159,1 cup,1 cup
2341975,80,Quantity not specified,Quantity not specified
2341976,14,1 small meatball,1 small meatball
2341976,108,1 medium slice,1 medium slice
2341976,140,Quantity not specified,Quantity not specified
2341976,86,1 small or thin slice,1 small or thin slice
2341976,42,1 large meatball,1 large meatball
2341976,28,1 medium meatball,1 medium meatball
2341976,144,1 large or thick slice,1 large or thick slice
2341976,7,1 cocktail meatball,1 cocktail meatball
2341976,19,1 cubic inch,1 cubic inch
2341976,140,1 cup,1 cup
2341977,19,1 cubic inch,1 cubic inch
2341977,53,1 large meatball,1 large meatball
2341977,137,1 medium slice,1 medium slice
2341977,36,1 medium meatball,1 medium meatball
2341977,18,1 small meatball,1 small meatball
2341977,178,Quantity not specified,Quantity not specified
2341977,28.35,"1 oz, cooked","1 oz, cooked"
2341977,178,1 cup,1 cup
2341977,109,1 small or thin slice,1 small or thin slice
2341977,22,"1 oz, raw (yield after cooking)","1 oz, raw (yield after cooking)"
2341977,183,1 large or thick slice,1 large or thick slice
2341977,9,1 cocktail meatball,1 cocktail meatball
2341978,85,1 cake or patty,1 cake or patty
2341978,85,Quantity not specified,Quantity not specified
2341979,14,1 cubic inch,1 cubic inch
2341979,85,1 cake or patty,1 cake or patty
2341979,85,Quantity not specified,Quantity not specified
2341980,250,1 cup,1 cup
2341980,16,1 cubic inch,1 cubic inch
2341980,41,5 balls,5 balls
2341980,68,1 piece with broth,1 piece with broth
2341980,125,Quantity not specified,Quantity not specified
2341981,85,Quantity not specified,Quantity not specified
2341981,85,1 cake or patty,1 cake or patty
2341981,85,1 croquette,1 croquette
2341981,17,1 cubic inch,1 cubic inch
2341981,85,1 ball,1 ball
2341982,280,Quantity not specified,Quantity not specified
2341982,224,1 cup,1 cup
2341983,196,Quantity not specified,Quantity not specified
2341983,157,1 cup,1 cup
2341984,280,Quantity not specified,Quantity not specified
2341984,224,1 cup,1 cup
2341985,280,Quantity not specified,Quantity not specified
2341985,224,1 cup,1 cup
2341986,280,Quantity not specified,Quantity not specified
2341986,224,1 cup,1 cup
2341987,224,Quantity not specified,Quantity not specified
2341987,224,1 cup,1 cup
2341988,280,Quantity not specified,Quantity not specified
2341988,224,1 cup,1 cup
2341989,280,Quantity not specified,Quantity not specified
2341989,224,1 cup,1 cup
2341990,105,Quantity not specified,Quantity not specified
2341990,105,1 slice,1 slice
2341991,120,1 cake or patty,1 cake or patty
2341991,120,Quantity not specified,Quantity not specified
2341992,120,Quantity not specified,Quantity not specified
2341992,120,1 cake or patty,1 cake or patty
2341993,135,Quantity not specified,Quantity not specified
2341993,210,1 piece,1 piece
2341994,135,Quantity not specified,Quantity not specified
2341994,400,1 lobster,1 lobster
2341995,85,Quantity not specified,Quantity not specified
2341995,30,1 clam,1 clam
2341996,85,1 cake or patty,1 cake or patty
2341996,85,Quantity not specified,Quantity not specified
2341997,16,1 stuffed shrimp,1 stuffed shrimp
2341997,70,Quantity not specified,Quantity not specified
2341997,140,1 cup,1 cup
2341998,48,Quantity not specified,Quantity not specified
2341998,12,1 cubic inch,1 cubic inch
2341998,48,1/2 slice,1/2 slice
2341999,85,Quantity not specified,Quantity not specified
2341999,135,1 cup,1 cup
2342000,80,Quantity not specified,Quantity not specified
2342000,159,1 cup,1 cup
2342001,280,Quantity not specified,Quantity not specified
2342001,224,1 cup,1 cup
2342002,224,1 cup,1 cup
2342002,280,Quantity not specified,Quantity not specified
2342003,248,1 cup,1 cup
2342003,310,Quantity not specified,Quantity not specified
2342004,310,Quantity not specified,Quantity not specified
2342004,248,1 cup,1 cup
2342005,248,1 cup,1 cup
2342005,310,Quantity not specified,Quantity not specified
2342006,248,1 cup,1 cup
2342006,310,Quantity not specified,Quantity not specified
2342007,224,1 cup,1 cup
2342007,280,Quantity not specified,Quantity not specified
2342008,280,Quantity not specified,Quantity not specified
2342008,224,1 cup,1 cup
2342009,212,1 cup,1 cup
2342009,106,Quantity not specified,Quantity not specified
2342010,144,1 large slice,1 large slice
2342010,86,1 small or thin slice,1 small or thin slice
2342010,28,1 medium meatball,1 medium meatball
2342010,7,1 cocktail meatball,1 cocktail meatball
2342010,42,1 large meatball,1 large meatball
2342010,108,1 medium slice,1 medium slice
2342010,19,1 cubic inch,1 cubic inch
2342010,84,Quantity not specified,Quantity not specified
2342010,140,1 cup,1 cup
2342010,14,1 small meatball,1 small meatball
2342011,235,1 cup,1 cup
2342011,129,Quantity not specified,Quantity not specified
2342011,43,1 meatball with sauce,1 meatball with sauce
2342012,19,1 cubic inch,1 cubic inch
2342012,86,1 small or thin slice,1 small or thin slice
2342012,101,1 medium patty,1 medium patty
2342012,108,1 medium slice,1 medium slice
2342012,28,1 medium meatball,1 medium meatball
2342012,7,1 cocktail meatball,1 cocktail meatball
2342012,134,1 large patty,1 large patty
2342012,140,1 cup,1 cup
2342012,84,Quantity not specified,Quantity not specified
2342012,81,1 small patty,1 small patty
2342012,144,1 large slice,1 large slice
2342012,22,"1 oz, raw (yield after cooking)","1 oz, raw (yield after cooking)"
2342012,14,1 small meatball,1 small meatball
2342012,42,1 large meatball,1 large meatball
2342013,28,1 medium meatball,1 medium meatball
2342013,84,Quantity not specified,Quantity not specified
2342013,101,1 medium patty,1 medium patty
2342013,22,"1 oz, raw (yield after cooking)","1 oz, raw (yield after cooking)"
2342013,86,1 small or thin slice,1 small or thin slice
2342013,14,1 small meatball,1 small meatball
2342013,42,1 large meatball,1 large meatball
2342013,19,1 cubic inch,1 cubic inch
2342013,108,1 medium slice,1 medium slice
2342013,81,1 small patty,1 small patty
2342013,7,1 cocktail meatball,1 cocktail meatball
2342013,144,1 large slice,1 large slice
2342013,140,1 cup,1 cup
2342013,134,1 large patty,1 large patty
2342014,53,1 large meatball,1 large meatball
2342014,128,1 medium patty,1 medium patty
2342014,28.35,"1 oz, cooked","1 oz, cooked"
2342014,137,1 medium slice,1 medium slice
2342014,9,1 cocktail meatball,1 cocktail meatball
2342014,18,1 small meatball,1 small meatball
2342014,183,1 large slice,1 large slice
2342014,36,1 medium meatball,1 medium meatball
2342014,108,Quantity not specified,Quantity not specified
2342014,103,1 small patty,1 small patty
2342014,19,1 cubic inch,1 cubic inch
2342014,178,1 cup,1 cup
2342014,109,1 small or thin slice,1 small or thin slice
2342014,170,1 large patty,1 large patty
2342014,22,"1 oz, raw (yield after cooking)","1 oz, raw (yield after cooking)"
2342015,190,1 cup,1 cup
2342015,142,Quantity not specified,Quantity not specified
2342016,175,1 cup,1 cup
2342016,131,Quantity not specified,Quantity not specified
2342017,166,Quantity not specified,Quantity not specified
2342017,222,1 cup,1 cup
2342018,162,1 cup,1 cup
2342018,121,Quantity not specified,Quantity not specified
2342019,121,Quantity not specified,Quantity not specified
2342019,162,1 cup,1 cup
2342020,162,1 cup,1 cup
2342020,121,Quantity not specified,Quantity not specified
2342021,121,Quantity not specified,Quantity not specified
2342021,162,1 cup,1 cup
2342022,680,1 can (24 oz),1 can (24 oz)
2342022,252,1 cup,1 cup
2342022,189,Quantity not specified,Quantity not specified
2342023,252,1 cup,1 cup
2342023,189,Quantity not specified,Quantity not specified
2342024,252,1 cup,1 cup
2342024,189,Quantity not specified,Quantity not specified
2342025,189,Quantity not specified,Quantity not specified
2342025,252,1 cup,1 cup
2342026,250,1 individual pie,1 individual pie
2342026,210,"1 slice, any size","1 slice, any size"
2342026,10,1 cubic inch,1 cubic inch
2342026,200,1 cup,1 cup
2342026,250,Quantity not specified,Quantity not specified
2342026,1260,"1 pie, any size","1 pie, any size"
2342027,252,1 cup,1 cup
2342027,189,Quantity not specified,Quantity not specified
2342028,252,1 cup,1 cup
2342028,189,Quantity not specified,Quantity not specified
2342029,252,1 cup,1 cup
2342029,189,Quantity not specified,Quantity not specified
2342030,189,Quantity not specified,Quantity not specified
2342030,252,1 cup,1 cup
2342031,252,1 cup,1 cup
2342031,189,Quantity not specified,Quantity not specified
2342032,252,1 cup,1 cup
